x,y,yaw
1.464,-9.644,-0.411936
-5.436,-7.644,-0.264043
2.664,-0.794,-0.764752
-0.886,-0.044,-1.382113
-5.836,3.256,1.313742
2.314,-4.844,-1.847194
-5.686,-8.644,-2.356837
2.114,-10.394,2.718127
-6.186,-0.144,-2.902127
-6.636,9.306,1.291669
2.664,-2.844,-1.048387
2.514,-6.094,3.11498
-5.436,9.406,0.319255
1.664,2.906,-1.121582
2.564,-3.694,-1.827997
2.014,2.256,-2.011493
1.714,-3.494,-0.616595
2.564,-3.244,0.380418
-6.136,6.106,2.792928
-1.586,-0.344,-0.092668
2.464,8.006,2.129945
-5.186,-6.394,1.421495
1.214,-9.344,-3.10998
1.114,-5.444,1.135479
-2.936,1.106,0.074258
1.114,-9.794,0.153159
1.114,1.106,-0.591066
1.564,4.756,0.282747
1.464,-7.444,2.097535
1.764,-9.694,-0.687576
2.364,-11.094,2.114137
1.764,-3.444,-0.283438
1.814,4.756,-2.654336
1.764,-9.094,-0.352836
1.564,-6.844,-3.08458
-5.086,6.206,-2.89495
-6.286,-2.844,-3.079287
-6.436,-7.194,1.598848
-5.986,2.906,-2.335968
-6.436,-5.294,2.081196
-6.586,-4.544,2.874253
-6.286,9.406,-2.652627
-5.536,-2.444,-2.13478
-6.286,3.356,2.865276
1.614,-4.344,-1.597755
1.314,-7.844,1.96145
2.564,6.556,2.91897
2.514,-7.544,-2.308488
2.664,-7.994,-2.855686
-4.886,-6.644,-0.139324
2.664,7.356,-1.133275
1.014,1.006,0.478491
-5.086,8.306,0.641121
-5.536,7.906,-0.11329
1.914,-4.994,2.488583
1.414,-6.044,2.120106
0.964,-9.044,-1.19043
-0.986,-0.594,-1.516782
2.264,-10.394,-3.133232
-4.986,-8.994,-0.139745
-6.486,-6.644,-1.263448
2.164,-1.794,0.266341
1.214,8.706,0.77469
-6.486,1.556,-2.041539
-6.186,5.206,-0.488002
-4.836,-5.994,-1.142148
2.364,-0.894,2.322535
1.064,-10.994,2.907648
-5.686,-1.294,-2.608572
2.014,-6.744,-0.69988
-5.836,-4.744,-0.887695
-5.536,-4.194,-2.58838
0.414,0.906,2.650645
0.014,0.206,-2.108984
1.714,-7.894,2.35344
-6.286,-10.044,-2.939581
1.964,5.206,-2.08377
1.864,6.906,-2.037918
-5.036,-2.494,2.135765
2.414,7.956,-0.986051
-6.086,-8.544,1.226489
1.014,-9.894,0.175619
-5.886,-2.094,-2.711057
2.264,3.556,0.929423
-5.336,-1.494,0.259894
-6.186,-1.094,-2.000414
-6.486,-6.344,-0.546034
1.864,0.406,2.533194
2.464,-8.844,-2.801649
1.414,4.356,-1.166919
-6.136,5.706,-1.047144
1.664,-8.694,-1.918997
0.914,2.506,1.885797
-0.436,0.156,-0.070522
2.464,2.056,0.113221
-6.636,10.056,-0.849776
-5.686,-11.394,-2.515285
-5.036,-2.944,-2.395266
1.914,-4.694,-0.845914
1.664,8.356,1.950318
-5.386,8.156,-0.72194
2.114,7.106,2.746882
1.764,6.806,-2.02267
-5.086,-10.244,-2.926692
2.514,0.856,0.101841
-5.836,-4.544,-0.761983
1.964,-1.644,-0.152174
-5.936,1.456,-2.490486
-5.936,-0.794,1.07526
2.364,-1.944,0.356485
-0.786,1.106,0.90474
-4.736,-6.044,-1.228318
-5.836,-3.994,1.74265
0.314,1.006,-1.044861
-5.986,-5.744,0.67473
-5.086,6.306,-2.532487
2.114,-1.994,-0.282658
0.964,-2.044,-0.866675
-1.086,0.606,-2.047173
-5.836,-11.194,2.537361
-5.336,-2.894,-2.984494
2.264,-1.794,-2.663859
-0.286,0.256,-0.357107
-4.936,1.456,0.698271
2.064,2.756,-0.271037
-6.186,3.806,1.327124
2.514,5.256,2.735969
1.414,8.956,-1.114519
-2.836,-0.344,2.450888
-6.386,1.606,2.201695
-5.536,-7.594,-3.028227
0.864,9.206,1.40062
-3.686,0.106,2.598985
-4.936,1.856,1.009592
-5.986,-3.294,-1.854078
1.664,-6.394,1.182531
-5.686,6.756,0.544372
1.914,3.956,-0.366187
2.614,3.406,-0.876151
-4.986,4.606,0.528125
-6.286,8.906,3.056478
1.964,2.756,2.753852
2.514,-2.994,0.282768
-6.336,-3.894,-1.689593
-6.136,-2.094,-0.647102
-6.036,3.656,0.992856
-6.286,-5.344,1.671084
1.864,4.306,1.633606
-2.436,0.656,0.646998
-4.936,6.906,-2.000147
-6.386,6.556,-3.036672
1.314,-5.944,1.053805
-6.286,8.156,-1.571968
-3.936,0.706,-1.245085
-3.236,-0.194,-2.15389
0.364,0.256,-1.706455
-4.886,-4.544,3.066186
1.214,-9.044,0.239967
1.364,8.406,-0.123143
2.364,-3.344,-3.072119
1.314,8.256,0.870622
-5.236,-3.444,2.374354
2.314,7.706,0.320773
1.564,-9.644,2.592652
-4.386,-0.394,0.218484
2.314,-3.144,-1.80114
2.414,7.806,0.644553
-5.336,9.756,-1.872085
-6.386,6.406,0.63741
-6.236,-1.194,-1.106034
-5.136,5.906,-2.469108
-6.186,-3.794,-0.374822
-6.286,-8.294,1.502425
-6.536,6.756,-0.590991
-0.386,-0.194,2.23751
-5.586,5.356,-2.931587
2.614,7.056,2.048513
-3.286,1.106,2.672186
-6.336,5.206,-0.575471
-4.686,0.306,1.058478
1.464,7.456,-1.893728
-6.136,-8.944,2.238339
-5.436,-11.144,2.158865
2.064,-2.144,0.300103
-5.036,-8.994,-0.297593
2.464,-0.994,-1.453722
2.364,9.306,1.863176
-5.886,-8.644,-2.108058
1.514,5.106,-0.157201
1.164,-6.044,-1.154325
1.764,4.306,-2.15069
-5.836,9.506,0.391874
-4.886,1.656,-2.690772
1.514,-8.794,1.69128
-6.086,3.656,-1.737414
1.064,-10.744,-0.876934
0.914,10.156,0.444689
1.014,-1.144,-1.203726
-6.436,-6.644,1.491189
