x,y,yaw
-4.904000,1.594000,-0.352780
-1.604000,1.494000,0.594491
-2.304000,2.794000,-2.926895
-2.604000,-3.006000,0.658966
-2.604000,-4.256000,0.565991
0.746000,-2.006000,2.239655
-3.054000,-1.156000,2.089510
2.646000,0.194000,-0.087852
1.046000,-1.006000,-1.738100
-5.754000,-3.856000,2.683820
-2.354000,1.394000,1.944554
-5.254000,4.544000,2.608667
-4.604000,0.944000,-0.436501
2.546000,1.294000,-1.486889
-2.304000,-1.006000,-0.433424
-1.754000,-1.556000,0.750662
-3.804000,-3.556000,-0.236732
-4.504000,2.994000,0.221834
-5.304000,-2.906000,-0.453678
2.496000,1.644000,0.479554
-0.704000,-0.056000,2.038749
-0.354000,1.144000,-0.847250
-0.204000,-1.756000,-0.144739
2.046000,-1.856000,0.264470
-3.904000,2.394000,1.270960
-2.104000,-0.006000,-0.221232
1.346000,1.744000,2.242920
-5.354000,-2.556000,0.535794
-6.404000,-1.906000,-2.457592
-5.204000,-3.806000,-2.286161
0.496000,1.144000,0.133066
2.146000,1.094000,-2.485945
-3.754000,1.644000,0.439455
-1.504000,-0.606000,1.751964
-0.004000,-0.856000,-2.484901
2.796000,1.994000,0.156604
-4.854000,1.094000,-0.680186
0.396000,1.544000,-1.047287
-4.704000,-0.906000,1.743450
-3.154000,1.694000,-1.292945
-6.704000,-3.806000,1.540534
0.696000,2.044000,-2.958096
-6.004000,0.044000,-1.420885
-2.754000,-3.306000,-1.595754
-0.904000,0.994000,0.679915
2.296000,0.094000,2.687354
-2.004000,-1.606000,1.710515
-3.904000,1.994000,-2.610795
-2.504000,0.794000,2.073109
-5.304000,-4.456000,1.448894
-4.954000,-3.906000,0.575228
-4.604000,3.044000,-1.955545
-4.354000,4.794000,2.177581
2.246000,1.994000,-3.025628
-5.454000,3.544000,1.421260
-5.154000,-4.156000,-0.727712
-0.604000,-0.006000,-2.547407
-5.154000,2.744000,-1.611186
-1.204000,-1.056000,2.888350
-3.504000,-4.556000,0.293457
-3.204000,1.794000,0.891971
-3.754000,4.894000,-0.866023
-6.754000,-4.506000,1.358161
-3.504000,-0.606000,-1.310735
-5.554000,-0.756000,-1.591505
-5.654000,4.044000,-1.879080
-6.654000,1.594000,1.969435
-0.104000,1.844000,-0.991388
-1.204000,0.844000,-2.472147
-2.854000,-0.856000,1.288005
-4.154000,-1.656000,0.752139
-2.854000,-2.256000,-1.179082
-1.404000,0.244000,-2.253724
-4.104000,3.394000,0.069300
1.146000,-0.456000,0.442921
1.546000,-1.406000,-0.650500
-4.504000,4.294000,-0.934005
-4.954000,2.544000,-0.461573
-4.104000,4.494000,0.875321
-4.254000,2.394000,0.131030
-6.354000,1.694000,-0.781633
-6.854000,-3.206000,-3.103411
0.746000,-0.356000,-2.908991
0.296000,0.194000,2.846957
-3.754000,-1.956000,1.514685
-3.954000,-1.106000,0.898847
-6.004000,-0.256000,1.349011
-3.554000,-3.856000,-1.585233
-6.904000,-1.906000,0.396269
-3.204000,-4.306000,1.095276
-5.204000,1.694000,2.602558
-6.554000,-1.506000,2.111843
